3247,1
2238,1
2266,1
3021,1
15240,1
4731,1
7452,1
3641,1
336,1
337,1
338,1
3642,1
7555,1
339,1
3638,1
340,1
3172,1
341,1
347,1
1987,1
3643,1
940,1
3650,1
644,1
1960,1
1726,1
445,1
1700,1
5204,1
2556,1
629,1
3401,1
2041,1
1040,1
449,1
709,1
3023,1
646,1
446,1
1942,1
708,1
5551,1
7761,1
2821,1
5045,1
5046,1
1049,1
1686,1
759,1
5047,1
4732,1
5048,1
3248,1
2167,1
814,1
2883,1
3639,1
3024,1
2986,1
15186,1
15072,1
6826,1
3025,1
3026,1
3640,1
1042,1
5289,1
3027,1
2544,1
2163,1
3028,1
2933,1
3661,1
3030,1
5565,1
7614,1
3031,1
5344,1
7038,1
5614,1
3195,1
3033,1
2247,1
3250,1
2828,1
4730,1
7091,1
970,1
7425,1
5375,1
5574,1
1992,1
254,1
2783,1
15949,1
3257,1
2869,1
6768,1
5594,1
2006,1
7610,1
2852,1
2060,1
4837,1
2348,1
5091,1
3258,1
2281,1
1962,1
7083,1
7426,1
2372,1
333,1
3259,1
6769,1
32754,1
1837,1
1089,1
935,1
4663,1
3260,1
1090,1
3261,1
783,1
3262,1
6770,1
1091,1
3441,1
3263,1
7043,1
1092,1
325,1
3264,1
6860,1
2565,1
5357,1
1093,1
2235,1
1793,1
1067,1
3352,1
1094,1
3265,1
286,1
5331,1
3266,1
2328,1
2427,1
3518,1
1843,1
15109,1
4852,1
1050,1
630,1
4834,1
3519,1
7266,1
3402,1
1753,1
2800,1
3022,1
710,1
2373,1
447,1
1943,1
647,1
711,1
3512,1
4666,1
7427,1
6767,1
2248,1
3301,1
2784,1
1095,1
6885,1
1051,1
3513,1
3523,1
631,1
632,1
3635,1
2374,1
2872,1
4829,1
1807,1
4851,1
3649,1
4910,1
1808,1
2574,1
1684,1
2925,1
2575,1
1685,1
2926,1
5550,1
5311,1
2240,1
5501,1
450,1
1727,1
702,1
2831,1
2292,1
2850,1
5356,1
435,1
1109,1
5118,1
1055,1
4808,1
15161,1
2851,1
5278,1
4906,1
7794,1
2011,1
7088,1
7765,1
5213,1
5358,1
703,1
1025,1
799,1
453,1
1947,1
1728,1
4621,1
2884,1
2294,1
2008,1
1791,1
2295,1
1695,1
436,1
3525,1
5205,1
471,1
964,1
482,1
1087,1
810,1
2904,1
2401,1
1110,1
3503,1
800,1
1893,1
705,1
1954,1
455,1
1849,1
2233,1
2545,1
1888,1
15076,1
4718,1
5258,1
3726,1
7398,1
2834,1
2858,1
1647,1
5592,1
1955,1
2910,1
937,1
1723,1
2563,1
3440,1
2047,1
4682,1
1701,1
5596,1
2356,1
1792,1
7767,1
706,1
2541,1
818,1
2054,1
3190,1
1872,1
7510,1
1850,1
5333,1
626,1
4634,1
936,1
2412,1
2829,1
2152,1
5563,1
472,1
1861,1
5562,1
2811,1
281,1
2301,1
483,1
4883,1
966,1
965,1
5352,1
1978,1
6819,1
2558,1
1886,1
5347,1
4909,1
3424,1
2874,1
3350,1
2560,1
5539,1
1794,1
2801,1
2061,1
1088,1
2769,1
2816,1
3344,1
7764,1
3556,1
2179,1
5308,1
2296,1
2936,1
2938,1
2939,1
7625,1
811,1
1696,1
641,1
1862,1
1863,1
1865,1
1867,1
1868,1
1784,1
3243,1
6841,1
7638,1
2221,1
7639,1
1889,1
3558,1
635,1
7454,1
6743,1
1873,1
1979,1
2987,1
2156,1
2067,1
7673,1
2812,1
7118,1
7141,1
4860,1
3888,1
1111,1
7090,1
5376,1
4657,1
2559,1
664,1
766,1
15071,1
1887,1
3198,1
6783,1
15083,1
4715,1
627,1
5615,1
5540,1
1795,1
5422,1
792,1
2062,1
971,1
1032,1
2002,1
5083,1
3557,1
3526,1
5309,1
4805,1
7115,1
795,1
2849,1
7151,1
7506,1
7063,1
2937,1
5224,1
7409,1
7410,1
4622,1
3439,1
793,1
2153,1
642,1
5606,1
7261,1
1864,1
2781,1
794,1
796,1
17664,1
835,1
2058,1
2873,1
15792,1
1690,1
15143,1
2540,1
7695,1
334,1
2004,1
2590,1
2903,1
2934,1
7557,1
